,Date,Low,High,Close,Open
2298,2013-10-04,870.0,877.5099,872.35,875.0
2297,2013-10-03,872.1,894.1,876.09,888.0
2296,2013-10-02,877.82,889.355,887.99,882.73
2295,2013-10-01,880.05,887.67,887.004,880.25
2294,2013-09-30,868.31,880.84,875.91,869.08
2293,2013-09-27,871.31,877.52,876.39,874.82
2292,2013-09-26,875.0,882.75,878.17,878.3
2291,2013-09-25,875.6,886.55,877.23,886.55
2290,2013-09-24,881.4,890.1,886.84,886.5
2289,2013-09-23,885.2,901.59,886.5,896.15
2288,2013-09-20,895.62,904.13,903.11,898.39
2287,2013-09-19,895.4,905.99,898.39,905.99
2286,2013-09-18,883.0701,903.97,903.32,886.35
2285,2013-09-17,881.0,888.395,886.11,887.41
2284,2013-09-16,884.87,897.0,887.76,896.2
2283,2013-09-13,884.84,895.68,889.068,894.5
2282,2013-09-12,890.01,897.9,893.064,897.4
2281,2013-09-11,886.08,896.97,896.19,888.54
2280,2013-09-10,884.0001,892.0,888.67,890.02
2279,2013-09-09,882.42,889.75,888.054,883.73
2278,2013-09-06,873.74,883.78,879.58,882.44
2277,2013-09-05,871.61,879.88,879.56,873.5
2276,2013-09-04,855.17,873.5,871.634,860.35
2275,2013-09-03,853.95,866.19,860.38,854.36
2274,2013-08-30,845.56,858.04,846.9,855.76
2273,2013-08-29,848.59,860.38,855.43,849.07
2272,2013-08-28,847.77,855.41,848.55,850.25
2271,2013-08-27,847.9,863.73,850.15,859.62
2270,2013-08-26,866.05,874.9,866.39,870.0
2269,2013-08-23,869.75,878.0,870.21,877.83
2268,2013-08-22,870.25,874.75,873.71,872.7
2267,2013-08-21,866.5,876.909,869.33,870.65
2266,2013-08-20,863.54,872.11,865.42,868.35
2265,2013-08-19,857.45,872.0,865.65,857.71
2264,2013-08-16,856.54,862.44,856.908,861.28
2263,2013-08-15,858.0,864.92,859.66,864.44
2262,2013-08-14,867.16,880.23,869.81,878.37
2261,2013-08-13,876.2,888.5,881.25,886.83
2260,2013-08-12,881.65,887.0,885.51,886.9
2259,2013-08-09,890.0,895.52,890.41,890.56
2258,2013-08-08,885.295,895.84,892.66,895.49
2257,2013-08-07,889.09,898.45,890.65,895.04
2256,2013-08-06,895.73,909.709,896.57,904.69
2255,2013-08-05,899.2,905.525,905.0,905.39
2254,2013-08-02,900.82,907.0,906.57,903.44
2253,2013-08-01,895.0,904.55,904.22,895.0
2252,2013-07-31,886.18,896.509,887.75,892.99
2251,2013-07-30,880.87,895.61,890.92,885.46
2250,2013-07-29,880.89,894.82,882.27,884.9
2249,2013-07-26,882.0,889.99,885.35,886.99
2248,2013-07-25,886.08,896.85,887.7,893.87
2247,2013-07-24,900.7,910.3,902.9,907.26
2246,2013-07-23,899.57,913.0,903.8,910.7
2245,2013-07-22,897.0,912.67,910.7,902.0
2244,2013-07-19,875.61,902.95,896.598,886.61
2243,2013-07-18,903.19,920.0,910.68,918.99
2242,2013-07-17,916.3,926.86,918.55,921.0
2241,2013-07-16,913.9,927.97,919.608,927.13
2240,2013-07-15,916.36,928.0,924.69,924.3
2239,2013-07-12,915.24,923.0,923.0,920.0
2238,2013-07-11,908.52,920.81,920.24,913.0
2237,2013-07-10,900.38,911.135,905.99,903.45
2236,2013-07-09,897.98,912.95,905.24,911.0
2235,2013-07-08,897.084,906.27,905.09,899.21
2234,2013-07-05,887.34,895.41,893.49,890.01
2233,2013-07-03,878.5,889.17,886.43,880.02
2232,2013-07-02,877.27,891.0,882.31,890.2
2231,2013-07-01,885.0,892.08,887.88,886.45
2230,2013-06-28,874.191,881.84,880.37,874.9
2229,2013-06-27,876.65,884.69,877.07,878.8
2228,2013-06-26,870.5701,878.0,873.65,873.75
2227,2013-06-25,864.51,879.68,866.2,877.26
2226,2013-06-24,863.25,876.32,869.79,871.88
2225,2013-06-21,873.07,889.88,880.93,888.34
2224,2013-06-20,883.31,901.0,884.74,893.99
2223,2013-06-19,897.5,910.84,900.68,901.37
2222,2013-06-18,888.35,901.0,900.62,888.65
2221,2013-06-17,878.28,889.43,886.25,879.23
2220,2013-06-14,874.13,884.7,875.04,880.1
2219,2013-06-13,865.5,879.66,877.0,868.98
2218,2013-06-12,869.65,886.0,871.98,885.46
2217,2013-06-11,879.52,887.0,879.81,883.97
2216,2013-06-10,880.0901,891.0,890.22,882.1
2215,2013-06-07,865.32,880.0,879.73,870.42
2214,2013-06-06,847.22,866.33,864.64,864.3
2213,2013-06-05,857.13,869.45,859.7,862.51
2212,2013-06-04,854.07,870.59,859.1,867.85
2211,2013-06-03,855.02,873.9699,867.63,873.0
2210,2013-05-31,867.52,877.0,871.218,868.12
2209,2013-05-30,866.41,878.9,870.76,869.92
2208,2013-05-29,864.29,877.99,868.31,875.71
2207,2013-05-28,880.4,892.14,881.27,883.5
2206,2013-05-24,871.01,878.82,873.32,875.26
2205,2013-05-23,874.0,889.96,882.79,877.0
2204,2013-05-22,886.88,909.31,889.42,902.56
2203,2013-05-21,897.61,911.66,906.97,908.02
2202,2013-05-20,905.0,920.6,908.53,905.0
2201,2013-05-17,900.52,913.489,909.18,910.02
2200,2013-05-16,902.01,919.9799,903.87,919.0
2199,2013-05-15,894.02,916.38,915.89,895.5001
2198,2013-05-14,877.14,888.69,887.1,877.5
2197,2013-05-13,873.381,882.4699,877.53,878.89
2196,2013-05-10,872.16,880.54,880.23,875.31
2195,2013-05-09,868.23,879.66,871.48,870.84
2194,2013-05-08,852.91,873.88,873.63,857.0
2193,2013-05-07,850.67,863.8699,857.23,863.01
2192,2013-05-06,848.26,861.85,861.55,848.26
2191,2013-05-03,836.0,846.8,845.72,836.96
2190,2013-05-02,819.05,834.55,829.61,820.1
2189,2013-05-01,816.36,824.72,820.43,823.26
2188,2013-04-30,817.68,827.64,824.57,819.0
2187,2013-04-29,803.0,822.7,819.06,803.25
2186,2013-04-26,796.58,807.74,801.42,807.6
2185,2013-04-25,807.63,816.47,809.1,816.25
2184,2013-04-24,808.0,818.0,813.454,808.11
2183,2013-04-23,800.36,815.5,807.9,801.0
2182,2013-04-22,775.0,803.958,800.114,800.6
2181,2013-04-19,766.26,803.44,799.87,769.16
2180,2013-04-18,761.2601,785.8,765.914,785.35
2179,2013-04-17,778.1,790.845,782.56,786.75
2178,2013-04-16,783.92,796.0,793.37,786.59
2177,2013-04-15,777.02,797.0,781.93,785.95
2176,2013-04-12,782.93,792.102,790.05,791.99
2175,2013-04-11,784.06,793.1,790.39,792.88
2174,2013-04-10,776.0,792.35,790.18,782.92
2173,2013-04-09,773.11,783.75,777.65,775.5
2172,2013-04-08,768.4,779.55,774.85,778.75
2171,2013-04-05,776.4,786.99,783.05,786.06
2170,2013-04-04,791.3,805.75,795.07,804.25
2169,2013-04-03,800.668,814.2,806.202,813.46
2168,2013-04-02,804.0,814.83,813.04,804.54
2167,2013-04-01,793.25,802.25,801.19,795.01
2166,2013-03-28,793.3,805.37,794.188,803.99
2165,2013-03-27,801.33,807.0,802.66,806.68
2164,2013-03-26,807.79,813.9999,812.42,813.5
2163,2013-03-25,806.82,819.23,809.64,812.41
2162,2013-03-22,809.64,815.24,810.31,814.74
2161,2013-03-21,809.85,816.9173,811.26,811.29
2160,2013-03-20,811.44,817.51,814.708,816.83
2159,2013-03-19,806.45,819.25,811.32,811.24
2158,2013-03-18,801.47,812.76,807.79,805.0
2157,2013-03-15,813.34,820.3,814.302,818.5
2156,2013-03-14,817.39,826.99,821.54,826.99
2155,2013-03-13,822.31,830.69,825.31,827.9
2154,2013-03-12,823.67,831.89,827.61,830.71
2153,2013-03-11,831.5,839.7,834.82,831.69
2152,2013-03-08,825.05,834.9199,831.52,834.5
2151,2013-03-07,829.58,836.62,832.596,834.06
2150,2013-03-06,828.81,844.0,831.38,841.025
2149,2013-03-05,828.9,840.1499,838.604,828.93
2148,2013-03-04,805.0,822.84,821.504,805.3
2147,2013-03-01,796.15,807.14,806.19,797.8
2146,2013-02-28,801.03,806.99,801.2,801.1
2145,2013-02-27,791.11,804.75,799.78,794.8
2144,2013-02-26,784.4,795.9499,790.13,795.0
2143,2013-02-25,790.49,808.41,790.77,802.3
2142,2013-02-22,793.8,801.25,799.71,799.26
2141,2013-02-21,791.22,805.45,795.53,798.0
2140,2013-02-20,791.794,808.97,792.46,805.3
2139,2013-02-19,795.28,807.0,806.85,795.99
2138,2013-02-15,787.07,793.26,792.89,787.4
2137,2013-02-14,777.77,788.74,787.82,779.73
2136,2013-02-13,779.97,785.35,782.86,780.13
2135,2013-02-12,779.37,787.9,780.7,781.75
2134,2013-02-11,773.75,783.0,782.42,778.4
2133,2013-02-08,779.56,786.67,785.37,780.13
2132,2013-02-07,765.5,778.8099,773.95,769.7
2131,2013-02-06,758.5,772.96,770.17,759.07
2130,2013-02-05,759.465,771.11,765.74,761.13
2129,2013-02-04,758.27,770.474,759.02,767.69
2128,2013-02-01,758.1,776.6,775.6,758.2
2127,2013-01-31,750.25,757.62,755.69,750.51
2126,2013-01-30,752.91,760.95,753.83,753.74
2125,2013-01-29,746.54,756.95,753.68,746.75
2124,2013-01-28,747.89,755.6,750.73,751.76
2123,2013-01-25,750.25,758.48,753.67,750.77
2122,2013-01-24,740.509,756.8298,753.83,741.24
2121,2013-01-23,735.79,749.0,741.5,735.99
2120,2013-01-22,695.52,705.335,702.87,704.66
2119,2013-01-18,701.33,712.77,704.51,709.43
2118,2013-01-17,711.02,719.639,711.32,717.71
2117,2013-01-16,713.67,724.34,715.19,722.4
2116,2013-01-15,712.1,735.0,724.93,719.33
2115,2013-01-14,722.35,742.2,723.25,737.0
2114,2013-01-11,736.3,742.4264,739.99,742.0
2113,2013-01-10,733.5,745.0,741.48,742.83
2112,2013-01-09,728.6,738.35,738.118,732.27
2111,2013-01-08,724.43,736.2999,733.3,735.54
2110,2013-01-07,730.58,739.38,734.75,735.45
2109,2013-01-04,727.6801,741.47,737.97,729.34
2108,2013-01-03,720.72,731.93,723.67,724.93
2107,2013-01-02,716.55,727.0,723.25,719.42
2106,2012-12-31,696.0,710.57,707.38,700.0
2105,2012-12-28,700.01,706.91,700.01,701.69
2104,2012-12-27,698.61,708.84,706.29,707.14
2103,2012-12-26,702.41,712.88,708.87,708.07
2102,2012-12-24,707.47,715.18,709.5,714.51
2101,2012-12-21,710.52,718.819,715.63,713.97
2100,2012-12-20,716.9715,724.65,722.36,723.26
2099,2012-12-19,716.68,723.0,720.11,720.71
2098,2012-12-18,715.05,729.1,721.07,716.6
2097,2012-12-17,704.02,738.28,720.78,705.5
2096,2012-12-14,698.43,707.82,701.9632,699.17
2095,2012-12-13,699.55,716.475,702.7,715.92
2094,2012-12-12,693.48,703.51,697.56,699.23
2093,2012-12-11,687.72,701.92,696.88,690.0
2092,2012-12-10,683.79,691.65,685.42,685.39
2091,2012-12-07,682.419,696.88,684.21,695.0
2090,2012-12-06,684.51,695.61,691.13,687.59
2089,2012-12-05,682.3301,694.5,687.82,692.15
2088,2012-12-04,685.7,695.51,691.03,695.0
2087,2012-12-03,694.111,705.89,695.25,702.24
2086,2012-11-30,685.69,699.22,698.37,691.31
2085,2012-11-29,682.0,693.9,691.89,687.78
2084,2012-11-28,663.89,684.91,683.67,668.01
2083,2012-11-27,658.0,675.0,670.71,660.17
2082,2012-11-26,659.02,667.0,661.15,666.44
2081,2012-11-23,666.1,670.0,667.97,669.97
2080,2012-11-21,660.4,669.8,665.87,668.99
2079,2012-11-20,664.57,678.0,669.97,669.51
2078,2012-11-19,655.53,668.92,668.21,655.7
2077,2012-11-16,636.0,653.015,647.18,645.99
2076,2012-11-15,643.896,660.0,647.26,650.0
2075,2012-11-14,650.5,662.18,652.55,660.66
2074,2012-11-13,658.23,667.6,659.0532,663.0
2073,2012-11-12,660.87,669.8,665.9,663.75
2072,2012-11-09,650.3,668.34,663.03,654.65
2071,2012-11-08,651.23,671.49,652.29,670.2
2070,2012-11-07,666.49,678.232,667.12,675.0
2069,2012-11-06,677.55,686.5,681.72,685.48
2068,2012-11-05,675.56,686.86,682.96,684.5
2067,2012-11-02,687.37,695.55,687.918,694.79
2066,2012-11-01,678.72,690.9,687.59,679.5
2065,2012-10-31,675.0,681.0,680.2976,679.86
2064,2012-10-26,671.2,683.03,675.15,676.5
2063,2012-10-25,673.51,682.0,677.76,680.0
2062,2012-10-24,675.27,687.0,677.3022,686.8
2061,2012-10-23,672.0,687.33,680.35,672.01
2060,2012-10-22,669.7,684.63,678.67,681.45
2059,2012-10-19,672.0,706.7,681.79,705.58
2058,2012-10-18,676.0,759.425,695.0,755.54
2057,2012-10-17,740.26,756.34,755.49,743.95
2056,2012-10-16,736.4601,746.99,744.7,740.13
2055,2012-10-15,730.701,743.83,740.98,741.94
2054,2012-10-12,744.1,754.87,744.75,751.85
2053,2012-10-11,750.29,758.5,751.48,752.9
2052,2012-10-10,738.29,747.528,744.56,741.86
2051,2012-10-09,742.53,761.319,744.09,759.67
2050,2012-10-08,754.15,763.58,757.84,761.0
2049,2012-10-05,765.005,774.38,767.65,770.71
2048,2012-10-04,759.4,769.89,768.05,762.75
2047,2012-10-03,752.2,763.92,762.5,755.72
2046,2012-10-02,750.27,765.99,756.99,765.2
2045,2012-10-01,756.21,765.0,761.78,759.05
2044,2012-09-28,751.15,759.3,754.5,754.15
2043,2012-09-27,751.65,762.84,756.5,759.95
2042,2012-09-26,741.0,761.24,753.46,749.85
2041,2012-09-25,747.66,764.89,749.16,753.05
2040,2012-09-24,730.25,750.04,749.38,731.0
2039,2012-09-21,730.12,734.92,733.99,732.21
2038,2012-09-20,721.22,731.38,728.1166,724.47
2037,2012-09-19,716.41,728.56,727.5,717.5
2036,2012-09-18,706.78,718.66,718.28,707.78
2035,2012-09-17,705.0,712.88,709.98,708.11
2034,2012-09-14,707.01,713.0,709.68,709.6
2033,2012-09-13,690.54,709.0,706.04,693.09
2032,2012-09-12,680.88,694.909,690.88,689.41
2031,2012-09-11,691.0,700.65,692.19,697.96
2030,2012-09-10,698.39,712.81,700.77,709.76
2029,2012-09-07,697.67,712.25,706.15,700.0
2028,2012-09-06,684.7302,699.89,699.4,685.96
2027,2012-09-05,679.14,686.5,680.72,680.0
2026,2012-09-04,673.5,685.0,681.04,684.55
2025,2012-08-31,680.04,688.58,685.09,684.0
2024,2012-08-30,680.18,687.39,681.68,684.24
2023,2012-08-29,676.15,688.99,688.01,677.37
2022,2012-08-28,664.74,677.62,677.25,665.0
2021,2012-08-27,659.24,672.0,669.22,662.99
2020,2012-08-24,674.08,680.45,678.63,675.6
2019,2012-08-23,671.0,680.48,676.8,674.27
2018,2012-08-22,666.698,680.6,677.18,667.38
2017,2012-08-21,662.168,678.0,669.51,673.11
2016,2012-08-20,672.66,678.87,675.54,675.5
2015,2012-08-17,671.7,677.25,677.14,674.12
2014,2012-08-16,667.08,674.64,672.87,667.51
2013,2012-08-15,664.1,674.25,667.54,670.28
2012,2012-08-14,659.0,672.85,668.66,659.25
2011,2012-08-13,646.68,660.15,660.01,647.42
2010,2012-08-10,636.13,642.24,642.0,638.59
2009,2012-08-09,641.5202,646.37,642.35,644.51
2008,2012-08-08,638.5,645.87,642.23,639.05
2007,2012-08-07,636.47,644.26,640.54,641.79
2006,2012-08-06,639.22,649.38,642.82,639.61
2005,2012-08-03,636.14,643.72,641.33,640.0
2004,2012-08-02,623.41,638.03,628.75,625.51
2003,2012-08-01,631.38,639.5084,632.68,637.3
2002,2012-07-31,628.22,636.5,632.97,628.26
2001,2012-07-30,629.5,642.6,632.3,636.05
2000,2012-07-27,617.5,635.0,634.96,618.89
1999,2012-07-26,610.03,616.87,613.36,615.0
1998,2012-07-25,605.37,613.38,607.99,608.32
1997,2012-07-24,604.34,617.93,607.57,615.0
1996,2012-07-23,598.25,618.35,615.51,600.48
1995,2012-07-20,598.18,612.94,610.82,608.76
1994,2012-07-19,586.0,598.48,593.06,586.14
1993,2012-07-18,576.13,583.69,580.76,576.98
1992,2012-07-17,568.4,580.67,576.73,578.43
1991,2012-07-16,571.7808,579.19,574.92,576.37
1990,2012-07-13,568.55,579.1482,576.52,572.15
1989,2012-07-12,562.09,571.93,570.48,567.12
1988,2012-07-11,564.94,577.85,571.19,576.3
1987,2012-07-10,578.74,592.43,581.7,590.19
1986,2012-07-09,581.25,588.6,586.01,584.95
1985,2012-07-06,582.82,593.52,585.98,592.45
1984,2012-07-05,588.54,600.06,595.92,588.76
1983,2012-07-03,578.0,588.41,587.83,580.01
1982,2012-07-02,576.5,582.9998,580.47,581.82
1981,2012-06-29,572.2,580.13,580.07,574.96
1980,2012-06-28,557.21,566.23,564.31,565.9
1979,2012-06-27,566.02,573.988,569.3,567.7
1978,2012-06-26,559.48,566.6,564.68,562.76
1977,2012-06-25,557.35,568.0925,560.7,567.33
1976,2012-06-22,565.82,571.48,571.48,568.0
1975,2012-06-21,563.73,579.84,565.21,579.84
1974,2012-06-20,573.51,580.0,577.51,579.81
1973,2012-06-19,573.1201,584.28,581.53,573.59
1972,2012-06-18,559.25,574.21,570.85,562.62
1971,2012-06-15,557.09,564.52,564.51,560.34
1970,2012-06-14,556.5201,565.07,559.05,561.3
1969,2012-06-13,558.68,567.0,561.09,561.72
1968,2012-06-12,558.58,570.3,565.1,569.77
1967,2012-06-11,566.69,585.3175,568.5,584.21
1966,2012-06-08,574.58,581.0,580.45,575.85
1965,2012-06-07,577.25,587.89,578.23,587.6
1964,2012-06-06,573.61,581.97,580.57,576.48
1963,2012-06-05,566.47,578.13,570.41,575.45
1962,2012-06-04,570.01,580.49,578.59,570.22
1961,2012-06-01,568.35,572.65,570.98,571.79
1960,2012-05-31,579.0,590.0,580.86,588.72
1959,2012-05-30,583.53,591.9,588.23,588.16
1958,2012-05-29,588.32,599.13,594.34,595.81
1957,2012-05-25,588.28,601.73,591.53,601.0
1956,2012-05-24,598.868,611.92,603.66,609.16
1955,2012-05-23,597.12,609.6,609.46,601.65
1954,2012-05-22,596.0,613.81,600.8,613.44
1953,2012-05-21,600.0,615.694,614.11,600.51
1952,2012-05-18,596.7,632.42,600.4,625.1
1951,2012-05-17,621.23,637.85,623.05,633.83
1950,2012-05-16,615.94,630.1,628.93,617.96
1949,2012-05-15,603.75,615.0,611.11,605.35
1948,2012-05-14,600.58,608.5,604.0,600.78
1947,2012-05-11,604.77,614.55,605.23,610.35
1946,2012-05-10,610.23,616.19,613.66,612.96
1945,2012-05-09,601.81,616.38,609.15,606.82
1944,2012-05-08,600.7,616.9,612.79,605.53
1943,2012-05-07,595.0,610.57,607.55,595.0
1942,2012-05-04,596.81,607.8885,596.97,605.92
1941,2012-05-03,608.95,614.83,611.02,609.62
1940,2012-05-02,600.61,608.11,607.26,601.2
1939,2012-05-01,600.19,611.6,604.43,603.79
1938,2012-04-30,600.61,616.082,604.85,612.99
1937,2012-04-27,610.6,616.74,614.98,615.02
1936,2012-04-26,609.7,618.0,615.47,610.91
1935,2012-04-25,602.88,611.35,609.72,604.0
1934,2012-04-24,597.32,606.63,601.27,598.24
1933,2012-04-23,590.2,598.45,597.6,592.9
1932,2012-04-20,595.83,608.85,596.06,604.25
1931,2012-04-19,599.0,616.26,599.3,605.69
1930,2012-04-18,602.81,612.8,607.45,608.05
1929,2012-04-17,607.01,617.69,609.57,608.56
1928,2012-04-16,601.66,623.81,606.07,623.0
1927,2012-04-13,623.54,648.99,624.6,647.55
1926,2012-04-12,640.26,653.14,651.01,642.35
1925,2012-04-11,631.3,636.0,635.96,633.97
1924,2012-04-10,624.55,634.5,626.86,633.52
1923,2012-04-09,625.29,635.33,630.84,628.48
1922,2012-04-05,628.57,636.43,632.32,632.24
1921,2012-04-04,631.1,639.0,635.15,638.45
1920,2012-04-03,638.64,647.95,642.62,645.41
1919,2012-04-02,634.84,647.5,646.92,640.77
1918,2012-03-30,641.0,653.49,641.24,651.75
1917,2012-03-29,644.3,656.59,648.41,653.44
1916,2012-03-28,651.08,658.589,655.76,652.03
1915,2012-03-27,644.8,653.5,647.02,647.03
1914,2012-03-26,639.54,649.49,649.33,645.0
1913,2012-03-23,640.9,648.5,642.59,646.6
1912,2012-03-22,631.0,648.8,646.05,638.5
1911,2012-03-21,632.51,647.39,639.98,634.61
1910,2012-03-20,627.27,636.06,633.49,630.92
1909,2012-03-19,621.241,637.27,633.98,623.12
1908,2012-03-16,620.05,625.908,625.04,620.89
1907,2012-03-15,614.83,623.5,621.13,616.6
1906,2012-03-14,613.46,622.78,615.99,615.0
1905,2012-03-13,605.552,617.85,617.78,608.75
1904,2012-03-12,599.26,607.0,605.15,600.0
1903,2012-03-09,600.0,611.9,600.25,607.95
1902,2012-03-08,606.35,611.5,607.14,610.04
1901,2012-03-07,605.86,611.1878,606.8,609.05
1900,2012-03-06,593.84,608.81,604.96,608.05
1899,2012-03-05,611.38,622.49,614.25,620.43
1898,2012-03-02,620.32,624.0,621.25,622.0
1897,2012-03-01,618.15,625.7,622.4,622.26
1896,2012-02-29,615.5,625.6,618.25,618.6
1895,2012-02-28,607.68,619.77,618.39,610.0
1894,2012-02-27,605.06,612.36,609.31,606.59
1893,2012-02-24,605.51,611.65,609.9,607.35
1892,2012-02-23,600.35,607.94,606.11,605.6512
1891,2012-02-22,606.71,616.78,607.94,611.96
1890,2012-02-21,602.88,617.88,614.0,603.87
1889,2012-02-17,602.4,607.63,604.64,604.97
1888,2012-02-16,597.73,608.81,606.52,602.82
1887,2012-02-15,602.56,612.93,605.56,612.93
1886,2012-02-14,604.76,612.0,609.76,611.54
1885,2012-02-13,610.02,613.8385,612.2,610.5
1884,2012-02-10,604.0,608.13,605.91,607.88
1883,2012-02-09,609.0,614.5,611.46,612.02
1882,2012-02-08,604.7417,611.35,609.85,608.64
1881,2012-02-07,603.7622,609.39,606.77,607.15
1880,2012-02-06,594.01,610.83,609.09,595.01
1879,2012-02-03,588.05,597.07,596.33,590.66
1878,2012-02-02,582.08,586.41,585.11,584.87
1877,2012-02-01,579.14,585.5,580.83,584.94
1876,2012-01-31,575.15,584.0,580.11,583.0
1875,2012-01-30,573.4,580.0,577.69,578.05
1874,2012-01-27,569.33,580.32,579.98,570.78
1873,2012-01-26,564.55,574.48,568.1,571.98
1872,2012-01-25,566.38,578.71,569.49,577.51
1871,2012-01-24,578.0,587.68,580.93,586.32
1870,2012-01-23,583.16,588.66,585.52,586.0
1869,2012-01-20,581.7,591.0,585.99,590.53
1868,2012-01-19,631.46,640.99,639.57,640.99
1867,2012-01-18,622.12,634.0,632.91,626.63
1866,2012-01-17,625.68,631.98,628.58,631.98
1865,2012-01-13,621.06,626.95,624.99,626.26
1864,2012-01-12,626.5,632.89,629.64,631.22
1863,2012-01-11,621.124,629.39,625.96,623.5
1862,2012-01-10,616.91,633.8,623.14,629.75
1861,2012-01-09,621.23,647.0,622.46,646.5
1860,2012-01-06,649.79,660.0,650.02,659.15
1859,2012-01-05,656.23,663.97,659.01,662.13
1858,2012-01-04,660.62,670.25,668.28,665.03
1857,2012-01-03,652.37,668.15,665.41,652.94
1856,2011-12-30,642.02,646.76,645.9,642.02
1855,2011-12-29,635.2,643.0,642.4,641.49
1854,2011-12-28,638.1,645.0,639.7,642.75
1853,2011-12-27,632.0,644.49,640.25,632.05
1852,2011-12-23,630.56,634.68,633.14,632.0
1851,2011-12-22,627.01,631.73,629.7,627.95
1850,2011-12-21,618.96,631.82,625.82,630.01
1849,2011-12-20,627.99,631.84,630.37,628.0
1848,2011-12-19,620.0,628.5,621.83,628.01
1847,2011-12-16,621.47,629.32,625.96,624.32
1846,2011-12-15,618.69,624.0,619.54,622.52
1845,2011-12-14,612.49,624.32,618.07,621.848
1844,2011-12-13,622.85,636.5599,625.63,628.76
1843,2011-12-12,620.29,626.18,625.39,621.88
1842,2011-12-09,617.01,629.13,627.42,618.0
1841,2011-12-08,615.3,627.45,616.05,621.04
1840,2011-12-07,618.1,625.66,623.39,621.68
1839,2011-12-06,620.24,628.62,623.77,622.99
1838,2011-12-05,622.4,631.9,625.65,627.64
1837,2011-12-02,616.26,624.0,620.36,617.05
1836,2011-12-01,599.0,616.0,613.77,600.0
1835,2011-11-30,592.09,599.51,599.39,597.95
1834,2011-11-29,581.33,590.36,582.93,587.88
1833,2011-11-28,576.5,588.82,588.19,579.37
1832,2011-11-25,561.33,574.27,563.0,565.19
1831,2011-11-23,570.11,580.25,570.11,575.35
1830,2011-11-22,575.24,584.97,580.0,580.0
1829,2011-11-21,572.09,588.5,580.94,587.76
1828,2011-11-18,593.75,604.5,594.88,602.0
1827,2011-11-17,596.78,612.29,600.87,610.05
1826,2011-11-16,610.61,618.3,611.47,612.08
1825,2011-11-15,610.5,618.08,616.56,612.8
1824,2011-11-14,607.78,618.08,613.0,608.0
1823,2011-11-11,598.6,612.09,608.35,601.3
1822,2011-11-10,591.56,605.9473,595.08,605.935
1821,2011-11-09,598.66,609.39,600.95,604.26
1820,2011-11-08,603.6,614.37,612.34,609.0
1819,2011-11-07,592.23,608.78,608.33,593.32
1818,2011-11-04,592.43,599.74,596.14,593.5
1817,2011-11-03,583.72,597.5,597.5,587.0
1816,2011-11-02,580.48,587.96,584.82,584.9
1815,2011-11-01,576.75,585.51,578.65,580.1
1814,2011-10-31,591.67,599.69,592.64,595.09
1813,2011-10-28,594.25,602.3,600.14,594.52
1812,2011-10-27,593.3,602.7,598.67,598.42
1811,2011-10-26,572.86,590.18,586.31,589.55
1810,2011-10-25,582.85,595.0,583.16,593.1
1809,2011-10-24,586.5,599.97,596.42,586.72
1808,2011-10-21,586.7,592.75,590.49,589.51
1807,2011-10-20,579.51,588.89,583.67,581.9
1806,2011-10-19,579.22,592.06,580.7,587.34
1805,2011-10-18,577.4,592.56,590.51,580.19
1804,2011-10-17,578.0,591.83,582.41,583.72
1803,2011-10-14,587.57,599.6,591.68,599.47
1802,2011-10-13,548.02,559.0,558.99,550.03
1801,2011-10-12,544.63,555.23,548.5,548.13
1800,2011-10-11,533.46,546.8,543.18,533.46
1799,2011-10-10,523.2,537.47,537.17,525.18
1798,2011-10-07,510.3,520.5,515.12,516.83
1797,2011-10-06,502.6,515.23,514.71,507.5
1796,2011-10-05,480.77,507.8,504.7,496.35
1795,2011-10-04,480.596,503.44,501.9,490.03
1794,2011-10-03,495.0,512.0,495.52,509.85
1793,2011-09-30,514.38,524.0,515.04,520.21
1792,2011-09-29,519.41,537.3,527.5,536.04
1791,2011-09-28,527.7,544.02,528.84,541.5
1790,2011-09-27,536.05,547.05,539.34,538.2
1789,2011-09-26,513.25,532.93,531.89,527.25
1788,2011-09-23,514.5,526.42,525.51,516.56
1787,2011-09-22,514.0,528.777,520.66,526.25
1786,2011-09-21,538.86,555.0,539.2,547.69
1785,2011-09-20,542.67,558.52,546.625,549.4
1784,2011-09-19,535.38,549.9,546.67,540.35
1783,2011-09-16,543.14,546.84,546.68,544.8
1782,2011-09-15,534.56,544.98,542.56,535.5
1781,2011-09-14,525.82,536.95,532.07,532.59
1780,2011-09-13,523.4,533.88,529.52,532.0
1779,2011-09-12,517.5,531.99,530.12,520.67
1778,2011-09-09,521.19,534.65,524.85,531.4
1777,2011-09-08,531.9,539.1,534.96,533.8
1776,2011-09-07,527.4,535.939,534.03,530.45
1775,2011-09-06,510.5,522.76,522.18,510.8
1774,2011-09-02,520.73,527.9197,524.84,524.47
1773,2011-09-01,531.216,543.83,532.5,540.75
1772,2011-08-31,536.0,546.3,540.96,544.74
1771,2011-08-30,530.81,542.99,540.7,538.19
1770,2011-08-29,533.562,539.45,539.08,534.56
1769,2011-08-26,513.14,530.454,526.86,519.99
1768,2011-08-25,518.3,537.27,520.04,530.38
1767,2011-08-24,517.23,530.0,523.29,519.33
1766,2011-08-23,499.058,521.41,518.82,503.5
1765,2011-08-22,494.53,507.0,498.17,504.0
1764,2011-08-19,490.86,514.87,490.92,499.34
1763,2011-08-18,500.49,524.89,504.88,523.47
